"V1","V2"
9.11034246755298,10.2888159021968
6.60747788264416,7.28037861571647
9.87782924255589,10.1677115149214
6.85624536732212,8.06513270875439
3.24202001403319,4.47063487459673
8.288708065229,8.71130017511314
5.7022974860156,6.60357234289404
6.1832767513115,6.3607239339035
4.40343453735113,5.40395679324865
2.95237375947181,3.55415692401584
9.03325827384833,9.19854254310485
6.85114613117184,7.69675691856537
5.47346246440429,6.79706861253362
2.24556875886628,3.44044961495092
4.05075148848118,4.76653405668912
3.24592222069623,3.5651346204686
8.2833729768754,9.05097539996495
10.1664305466693,10.734105219366
3.64736070303479,5.08596006216248
9.48665140854428,9.99124138889601
3.1973775755614,4.54249185137451
7.54517301631859,8.45861565606901
4.99258055369137,5.22173988615396
2.2161775296554,3.56969574186951
8.4758526396472,9.89555629971437
